Date,Open,High,Low,Close,Adj Close,Volume
2017-07-31,79.820000,80.339996,79.690002,79.989998,79.489998,6263200
2017-08-01,80.250000,80.730003,80.000000,80.500000,79.996819,5726500
2017-08-02,80.339996,81.110001,80.300003,80.529999,80.026627,8673000
2017-08-03,81.339996,81.760002,80.669998,80.870003,80.364502,9946900
2017-08-04,81.059998,81.400002,80.209999,80.480003,79.976944,7141800
2017-08-07,80.570000,81.449997,80.540001,81.279999,80.771942,5484500
2017-08-08,81.169998,81.860001,80.900002,81.589996,81.080002,7381400
2017-08-09,81.110001,81.989998,80.900002,81.610001,81.610001,6606500
2017-08-10,81.070000,81.400002,80.550003,80.660004,80.660004,8045000
2017-08-11,80.730003,81.250000,80.360001,80.400002,80.400002,7905500
2017-08-14,80.589996,81.239998,80.500000,80.699997,80.699997,7760500
2017-08-15,80.830002,81.400002,80.540001,80.769997,80.769997,7066100
2017-08-16,81.269997,81.440002,80.540001,80.980003,80.980003,11536000
2017-08-17,78.849998,79.809998,78.330002,79.699997,79.699997,17293700
2017-08-18,79.620003,80.349998,79.279999,79.309998,79.309998,9753000
2017-08-21,79.120003,80.070000,78.790001,79.709999,79.709999,9613900
2017-08-22,79.800003,80.160004,79.709999,80.019997,80.019997,6546100
2017-08-23,80.349998,80.559998,79.879997,79.959999,79.959999,7799300
2017-08-24,80.610001,80.879997,77.849998,78.339996,78.339996,19128000
2017-08-25,78.500000,79.089996,78.480003,78.629997,78.629997,9902200
2017-08-28,78.410004,78.459999,77.860001,78.029999,78.029999,8621500
2017-08-29,77.669998,78.980003,77.500000,78.769997,78.769997,7650700
2017-08-30,78.820000,79.099998,78.529999,78.750000,78.750000,3763338
